"ALPHA3","Pathway","YEAR","Nmanure_Anim","ANIMAL","Anim_feas","NperTLU_live"
"ETH","Current Trend_Yes",2000,1438905.22148774,"cattle",17256.8863756889,83.3815087010623
"ETH","Current Trend_Yes",2000,12804.2849403586,"chickens",324.588299089887,39.4477711496704
"ETH","Current Trend_Yes",2000,283883.335332847,"sheep_goats",2061.88497127711,137.681461035633
"ETH","Current Trend_Yes",2000,263.963671528248,"pigs",3.51879166666667,75.0154304469806
"ETH","Current Trend_Yes",2005,1757651.74468186,"cattle",21077.8758913988,83.3884663586569
"ETH","Current Trend_Yes",2005,14480.558081804,"chickens",366.90605433974,39.4666643150989
"ETH","Current Trend_Yes",2005,542648.617104502,"sheep_goats",3941.33395318968,137.681461035633
"ETH","Current Trend_Yes",2005,306.197858972768,"pigs",4.08179833333333,75.0154304469806
"ETH","Current Trend_Yes",2010,2322761.30110667,"cattle",27855.5971265769,83.385801803205
"ETH","Current Trend_Yes",2010,22181.2423304638,"chickens",561.810105179663,39.4817432544586
"ETH","Current Trend_Yes",2010,716407.007507049,"sheep_goats",5202.95103351733,137.692437021215
"ETH","Current Trend_Yes",2010,327.314952695028,"pigs",4.36330166666667,75.0154304469806
"ETH","Current Trend_Yes",2015,2516276.97682004,"cattle",30176.3739343404,83.3856639732496
"ETH","Current Trend_Yes",2015,27219.1575791462,"chickens",689.486420974365,39.4774382078195
"ETH","Current Trend_Yes",2015,859462.127649564,"sheep_goats",6242.31678674837,137.683196321291
"ETH","Current Trend_Yes",2015,366.286549159459,"pigs",4.88281606833334,75.0154304469806
"ETH","Current Trend_Yes",2020,3058331.80542247,"cattle",36677.5507625334,83.3842975291196
"ETH","Current Trend_Yes",2020,25612.6387795995,"chickens",648.96892666454,39.4666643150989
"ETH","Current Trend_Yes",2020,1401519.57658352,"sheep_goats",10179.2981361715,137.683321368032
"ETH","Current Trend_Yes",2020,377.531401566562,"pigs",5.03271659333334,75.0154304469806
"ETH","Current Trend_Yes",2025,3899185.93685522,"cattle",40239.9797545575,96.898307619392
"ETH","Current Trend_Yes",2025,210313.920289202,"chickens",1748.28957359208,120.296959649017
"ETH","Current Trend_Yes",2025,1736482.57336036,"sheep_goats",11007.0290662135,157.761241740567
"ETH","Current Trend_Yes",2025,42008.8836685435,"pigs",5.64388772918055,7443.252893098
"ETH","Current Trend_Yes",2030,5002468.82184448,"cattle",45769.3956703757,109.297244339242
"ETH","Current Trend_Yes",2030,435976.788967611,"chickens",3110.94366534069,140.142939206797
"ETH","Current Trend_Yes",2030,2206017.19580353,"sheep_goats",12524.1331215978,176.141308494978
"ETH","Current Trend_Yes",2030,91791.0347141915,"pigs",6.19728552019501,14811.490355749
"ETH","Current Trend_Yes",2035,6187007.91043684,"cattle",51171.1915382655,120.90802899929
"ETH","Current Trend_Yes",2035,697398.327551769,"chickens",4676.79290725876,149.118924310151
"ETH","Current Trend_Yes",2035,2716409.86353544,"sheep_goats",14053.9821778329,193.283998027263
"ETH","Current Trend_Yes",2035,147943.321108095,"pigs",6.67020453629565,22179.7278184
"ETH","Current Trend_Yes",2040,7445689.67672949,"cattle",56499.3446471365,131.783646752562
"ETH","Current Trend_Yes",2040,992540.977969543,"chickens",6435.20553615751,154.236095862479
"ETH","Current Trend_Yes",2040,3267650.98542931,"sheep_goats",15602.8991851213,209.425885962609
"ETH","Current Trend_Yes",2040,208926.582738923,"pigs",7.07076039760024,29547.9652810511
"ETH","Current Trend_Yes",2045,8773655.4354269,"cattle",61795.2255647299,141.979503355588
"ETH","Current Trend_Yes",2045,1320408.77450533,"chickens",8381.26125440954,157.54296810765
"ETH","Current Trend_Yes",2045,3860383.04993051,"sheep_goats",17075.4725261319,226.077670414254
"ETH","Current Trend_Yes",2045,273382.351854234,"pigs",7.40548408383829,36916.2027437021
"ETH","Current Trend_Yes",2050,10136609.9391407,"cattle",66885.347931532,151.552025258465
"ETH","Current Trend_Yes",2050,1675518.43945376,"chickens",10481.4184495311,159.856077449966
"ETH","Current Trend_Yes",2050,4481940.28260275,"sheep_goats",18519.6798217225,242.009598748338
"ETH","Current Trend_Yes",2050,339057.827343876,"pigs",7.65636475845603,44284.4402063532
"ETH","GS_agrexp",2000,1438905.22148774,"cattle",17256.8863756889,83.3815087010623
"ETH","GS_agrexp",2000,12804.2849403586,"chickens",324.588299089887,39.4477711496704
"ETH","GS_agrexp",2000,283883.335332847,"sheep_goats",2061.88497127711,137.681461035633
"ETH","GS_agrexp",2000,263.963671528248,"pigs",3.51879166666667,75.0154304469806
"ETH","GS_agrexp",2005,1757651.74468186,"cattle",21077.8758913988,83.3884663586569
"ETH","GS_agrexp",2005,14480.558081804,"chickens",366.90605433974,39.4666643150989
"ETH","GS_agrexp",2005,542648.617104502,"sheep_goats",3941.33395318968,137.681461035633
"ETH","GS_agrexp",2005,306.197858972768,"pigs",4.08179833333333,75.0154304469806
"ETH","GS_agrexp",2010,2322761.30110667,"cattle",27855.5971265769,83.385801803205
"ETH","GS_agrexp",2010,22181.2423304638,"chickens",561.810105179663,39.4817432544586
"ETH","GS_agrexp",2010,716407.007507049,"sheep_goats",5202.95103351733,137.692437021215
"ETH","GS_agrexp",2010,327.314952695028,"pigs",4.36330166666667,75.0154304469806
"ETH","GS_agrexp",2015,2516276.97682004,"cattle",30176.3739343404,83.3856639732496
"ETH","GS_agrexp",2015,27219.1575791462,"chickens",689.486420974365,39.4774382078195
"ETH","GS_agrexp",2015,859462.127649564,"sheep_goats",6242.31678674837,137.683196321291
"ETH","GS_agrexp",2015,366.286549159459,"pigs",4.88281606833334,75.0154304469806
"ETH","GS_agrexp",2020,3058331.80542247,"cattle",36677.5507625334,83.3842975291196
"ETH","GS_agrexp",2020,25612.6387795995,"chickens",648.96892666454,39.4666643150989
"ETH","GS_agrexp",2020,1401500.63970539,"sheep_goats",10179.2981361715,137.681461035633
"ETH","GS_agrexp",2020,377.531401566562,"pigs",5.03271659333334,75.0154304469806
"ETH","GS_agrexp",2025,3899185.93685522,"cattle",40239.9797545575,96.898307619392
"ETH","GS_agrexp",2025,210313.920289202,"chickens",1748.28957359208,120.296959649017
"ETH","GS_agrexp",2025,1735755.81318356,"sheep_goats",11007.0290662135,157.695214825182
"ETH","GS_agrexp",2025,42008.8836685435,"pigs",5.64388772918055,7443.252893098
"ETH","GS_agrexp",2030,5002468.82184448,"cattle",45769.3956703757,109.297244339242
"ETH","GS_agrexp",2030,435976.788967611,"chickens",3110.94366534069,140.142939206797
"ETH","GS_agrexp",2030,2204912.2345803,"sheep_goats",12524.1331215978,176.05308193171
"ETH","GS_agrexp",2030,91791.0347141915,"pigs",6.19728552019501,14811.490355749
"ETH","GS_agrexp",2035,6187007.91043684,"cattle",51171.1915382655,120.90802899929
"ETH","GS_agrexp",2035,697398.327551769,"chickens",4676.79290725876,149.118924310151
"ETH","GS_agrexp",2035,2714982.88107053,"sheep_goats",14053.9821778329,193.182462217209
"ETH","GS_agrexp",2035,147943.321108095,"pigs",6.67020453629565,22179.7278184
"ETH","GS_agrexp",2040,7445689.67672949,"cattle",56499.3446471365,131.783646752562
"ETH","GS_agrexp",2040,992540.977969543,"chickens",6435.20553615751,154.236095862479
"ETH","GS_agrexp",2040,3265744.416349,"sheep_goats",15602.8991851213,209.303692704953
"ETH","GS_agrexp",2040,208926.582738923,"pigs",7.07076039760024,29547.9652810511
"ETH","GS_agrexp",2045,8773655.4354269,"cattle",61795.2255647299,141.979503355588
"ETH","GS_agrexp",2045,1320408.77450533,"chickens",8381.26125440954,157.54296810765
"ETH","GS_agrexp",2045,3857802.95268713,"sheep_goats",17075.4725261319,225.926570804013
"ETH","GS_agrexp",2045,273382.351854234,"pigs",7.40548408383829,36916.2027437021
"ETH","GS_agrexp",2050,10136609.9391407,"cattle",66885.347931532,151.552025258465
"ETH","GS_agrexp",2050,1675518.43945376,"chickens",10481.4184495311,159.856077449966
"ETH","GS_agrexp",2050,4479043.77197202,"sheep_goats",18519.6798217225,241.853196982292
"ETH","GS_agrexp",2050,339057.827343876,"pigs",7.65636475845603,44284.4402063532
"ETH","GS_crop",2000,1438905.22148774,"cattle",17256.8863756889,83.3815087010623
"ETH","GS_crop",2000,12804.2849403586,"chickens",324.588299089887,39.4477711496704
"ETH","GS_crop",2000,283883.335332847,"sheep_goats",2061.88497127711,137.681461035633
"ETH","GS_crop",2000,263.963671528248,"pigs",3.51879166666667,75.0154304469806
"ETH","GS_crop",2005,1757651.74468186,"cattle",21077.8758913988,83.3884663586569
"ETH","GS_crop",2005,14480.558081804,"chickens",366.90605433974,39.4666643150989
"ETH","GS_crop",2005,542648.617104502,"sheep_goats",3941.33395318968,137.681461035633
"ETH","GS_crop",2005,306.197858972768,"pigs",4.08179833333333,75.0154304469806
"ETH","GS_crop",2010,2322761.30110667,"cattle",27855.5971265769,83.385801803205
"ETH","GS_crop",2010,22181.2423304638,"chickens",561.810105179663,39.4817432544586
"ETH","GS_crop",2010,716407.007507049,"sheep_goats",5202.95103351733,137.692437021215
"ETH","GS_crop",2010,327.314952695028,"pigs",4.36330166666667,75.0154304469806
"ETH","GS_crop",2015,2516276.97682004,"cattle",30176.3739343404,83.3856639732496
"ETH","GS_crop",2015,27219.1575791462,"chickens",689.486420974365,39.4774382078195
"ETH","GS_crop",2015,859462.127649564,"sheep_goats",6242.31678674837,137.683196321291
"ETH","GS_crop",2015,366.286549159459,"pigs",4.88281606833334,75.0154304469806
"ETH","GS_crop",2020,3058331.80542247,"cattle",36677.5507625334,83.3842975291196
"ETH","GS_crop",2020,25612.6387795995,"chickens",648.96892666454,39.4666643150989
"ETH","GS_crop",2020,1401500.63970539,"sheep_goats",10179.2981361715,137.681461035633
"ETH","GS_crop",2020,377.531401566562,"pigs",5.03271659333334,75.0154304469806
"ETH","GS_crop",2025,3899185.93685522,"cattle",40239.9797545575,96.898307619392
"ETH","GS_crop",2025,210313.920289202,"chickens",1748.28957359208,120.296959649017
"ETH","GS_crop",2025,1735755.81318356,"sheep_goats",11007.0290662135,157.695214825182
"ETH","GS_crop",2025,42008.8836685435,"pigs",5.64388772918055,7443.252893098
"ETH","GS_crop",2030,5002468.82184448,"cattle",45769.3956703757,109.297244339242
"ETH","GS_crop",2030,435976.788967611,"chickens",3110.94366534069,140.142939206797
"ETH","GS_crop",2030,2204912.2345803,"sheep_goats",12524.1331215978,176.05308193171
"ETH","GS_crop",2030,91791.0347141915,"pigs",6.19728552019501,14811.490355749
"ETH","GS_crop",2035,6187007.91043684,"cattle",51171.1915382655,120.90802899929
"ETH","GS_crop",2035,697398.327551769,"chickens",4676.79290725876,149.118924310151
"ETH","GS_crop",2035,2714982.88107053,"sheep_goats",14053.9821778329,193.182462217209
"ETH","GS_crop",2035,147943.321108095,"pigs",6.67020453629565,22179.7278184
"ETH","GS_crop",2040,7445689.67672949,"cattle",56499.3446471365,131.783646752562
"ETH","GS_crop",2040,992540.977969543,"chickens",6435.20553615751,154.236095862479
"ETH","GS_crop",2040,3265744.416349,"sheep_goats",15602.8991851213,209.303692704953
"ETH","GS_crop",2040,208926.582738923,"pigs",7.07076039760024,29547.9652810511
"ETH","GS_crop",2045,8773655.43542689,"cattle",61795.2255647299,141.979503355588
"ETH","GS_crop",2045,1320408.77450533,"chickens",8381.26125440954,157.54296810765
"ETH","GS_crop",2045,3857802.95268713,"sheep_goats",17075.4725261319,225.926570804013
"ETH","GS_crop",2045,273382.351854234,"pigs",7.40548408383829,36916.2027437021
"ETH","GS_crop",2050,10136609.9391407,"cattle",66885.347931532,151.552025258465
"ETH","GS_crop",2050,1675518.43945376,"chickens",10481.4184495311,159.856077449966
"ETH","GS_crop",2050,4479043.77197202,"sheep_goats",18519.6798217225,241.853196982292
"ETH","GS_crop",2050,339057.827343876,"pigs",7.65636475845603,44284.4402063532
"ETH","GS_pop",2000,1438905.22148774,"cattle",17256.8863756889,83.3815087010623
"ETH","GS_pop",2000,12804.2849403586,"chickens",324.588299089887,39.4477711496704
"ETH","GS_pop",2000,283883.335332847,"sheep_goats",2061.88497127711,137.681461035633
"ETH","GS_pop",2000,263.963671528248,"pigs",3.51879166666667,75.0154304469806
"ETH","GS_pop",2005,1757651.74468186,"cattle",21077.8758913988,83.3884663586569
"ETH","GS_pop",2005,14480.558081804,"chickens",366.90605433974,39.4666643150989
"ETH","GS_pop",2005,542648.617104502,"sheep_goats",3941.33395318968,137.681461035633
"ETH","GS_pop",2005,306.197858972768,"pigs",4.08179833333333,75.0154304469806
"ETH","GS_pop",2010,2322761.30110667,"cattle",27855.5971265769,83.385801803205
"ETH","GS_pop",2010,22181.2423304638,"chickens",561.810105179663,39.4817432544586
"ETH","GS_pop",2010,716407.007507049,"sheep_goats",5202.95103351733,137.692437021215
"ETH","GS_pop",2010,327.314952695028,"pigs",4.36330166666667,75.0154304469806
"ETH","GS_pop",2015,2516276.97682004,"cattle",30176.3739343404,83.3856639732496
"ETH","GS_pop",2015,27219.1575791462,"chickens",689.486420974365,39.4774382078195
"ETH","GS_pop",2015,859462.127649564,"sheep_goats",6242.31678674837,137.683196321291
"ETH","GS_pop",2015,366.286549159459,"pigs",4.88281606833334,75.0154304469806
"ETH","GS_pop",2020,3058331.80542247,"cattle",36677.5507625334,83.3842975291196
"ETH","GS_pop",2020,25612.6387795995,"chickens",648.96892666454,39.4666643150989
"ETH","GS_pop",2020,1401500.63970539,"sheep_goats",10179.2981361715,137.681461035633
"ETH","GS_pop",2020,377.531401566562,"pigs",5.03271659333334,75.0154304469806
"ETH","GS_pop",2025,3767606.62974874,"cattle",38656.2163714479,97.4644438437994
"ETH","GS_pop",2025,203248.188124733,"chickens",1679.69491471255,121.003038316345
"ETH","GS_pop",2025,1679040.38522257,"sheep_goats",10589.0788798461,158.563403320966
"ETH","GS_pop",2025,40597.5480797146,"pigs",5.42244812364539,7486.94079758604
"ETH","GS_pop",2030,4672769.56611224,"cattle",42174.7326263146,110.795475753572
"ETH","GS_pop",2030,407392.678915849,"chickens",2867.50387102627,142.07223328701
"ETH","GS_pop",2030,2063337.40417649,"sheep_goats",11575.8623605058,178.244811480839
"ETH","GS_pop",2030,85772.9046108697,"pigs",5.71233109008039,15015.3944612588
"ETH","GS_pop",2035,5610480.46182702,"cattle",45973.0123520847,122.038565122927
"ETH","GS_pop",2035,632799.336123543,"chickens",4203.67487546934,150.534795118495
"ETH","GS_pop",2035,2467491.52843901,"sheep_goats",12681.3346049121,194.576643966418
"ETH","GS_pop",2035,134239.546730437,"pigs",5.99542716119593,22390.3223442147
"ETH","GS_pop",2040,6560093.12651839,"cattle",49968.8820428367,131.28356805931
"ETH","GS_pop",2040,875269.685957158,"chickens",5694.83436852227,153.695371861057
"ETH","GS_pop",2040,2884617.50295335,"sheep_goats",13874.4557133718,207.908516380447
"ETH","GS_pop",2040,184241.364861422,"pigs",6.25726856703998,29444.3754311441
"ETH","GS_pop",2045,7506765.6647343,"cattle",53904.1305550756,139.261418140571
"ETH","GS_pop",2045,1131123.30506555,"chickens",7316.4210520588,154.60063014652
"ETH","GS_pop",2045,3309964.15730856,"sheep_goats",14979.5492821698,220.965537410957
"ETH","GS_pop",2045,234191.983078727,"pigs",6.4646164827728,36226.740395631
"ETH","GS_pop",2050,8433987.8027025,"cattle",57360.3587668471,147.035129905379
"ETH","GS_pop",2050,1396266.0566267,"chickens",8996.95200879218,155.193231581342
"ETH","GS_pop",2050,3737910.91157931,"sheep_goats",15978.1826626823,233.938426571462
"ETH","GS_pop",2050,282548.329165624,"pigs",6.57200612925802,42992.706276968
"ETH","GlobalSustainability",2000,1438905.22148774,"cattle",17256.8863756889,83.3815087010623
"ETH","GlobalSustainability",2000,12804.2849403586,"chickens",324.588299089887,39.4477711496704
"ETH","GlobalSustainability",2000,283883.335332847,"sheep_goats",2061.88497127711,137.681461035633
"ETH","GlobalSustainability",2000,263.963671528248,"pigs",3.51879166666667,75.0154304469806
"ETH","GlobalSustainability",2005,1757651.74468186,"cattle",21077.8758913988,83.3884663586569
"ETH","GlobalSustainability",2005,14480.558081804,"chickens",366.90605433974,39.4666643150989
"ETH","GlobalSustainability",2005,542648.617104502,"sheep_goats",3941.33395318968,137.681461035633
"ETH","GlobalSustainability",2005,306.197858972768,"pigs",4.08179833333333,75.0154304469806
"ETH","GlobalSustainability",2010,2322761.30110667,"cattle",27855.5971265769,83.385801803205
"ETH","GlobalSustainability",2010,22181.2423304638,"chickens",561.810105179663,39.4817432544586
"ETH","GlobalSustainability",2010,716407.007507049,"sheep_goats",5202.95103351733,137.692437021215
"ETH","GlobalSustainability",2010,327.314952695028,"pigs",4.36330166666667,75.0154304469806
"ETH","GlobalSustainability",2015,2516276.97682004,"cattle",30176.3739343404,83.3856639732496
"ETH","GlobalSustainability",2015,27219.1575791462,"chickens",689.486420974365,39.4774382078195
"ETH","GlobalSustainability",2015,859462.127649564,"sheep_goats",6242.31678674837,137.683196321291
"ETH","GlobalSustainability",2015,366.286549159459,"pigs",4.88281606833334,75.0154304469806
"ETH","GlobalSustainability",2020,3058331.80542247,"cattle",36677.5507625334,83.3842975291196
"ETH","GlobalSustainability",2020,25612.6387795995,"chickens",648.96892666454,39.4666643150989
"ETH","GlobalSustainability",2020,1401519.57658352,"sheep_goats",10179.2981361715,137.683321368032
"ETH","GlobalSustainability",2020,377.531401566562,"pigs",5.03271659333334,75.0154304469806
"ETH","GlobalSustainability",2025,3704370.79959494,"cattle",37969.2521286716,97.5623851384123
"ETH","GlobalSustainability",2025,202173.448573165,"chickens",1670.90067336516,120.996688669705
"ETH","GlobalSustainability",2025,1673776.27933159,"sheep_goats",10550.6537128265,158.641950052514
"ETH","GlobalSustainability",2025,40515.7668964336,"pigs",5.41152494614314,7486.94079758604
"ETH","GlobalSustainability",2030,4448952.77290449,"cattle",40024.660486789,111.155290733146
"ETH","GlobalSustainability",2030,401076.012416853,"chickens",2823.53617865541,142.047413965791
"ETH","GlobalSustainability",2030,2042982.27924042,"sheep_goats",11453.582957929,178.370583837796
"ETH","GlobalSustainability",2030,85259.4616087934,"pigs",5.67813665027389,15015.3944612588
"ETH","GlobalSustainability",2035,5103338.61881791,"cattle",41542.8189831499,122.845265288517
"ETH","GlobalSustainability",2035,613564.020517291,"chickens",4077.25267719952,150.484669235344
"ETH","GlobalSustainability",2035,2418717.73282034,"sheep_goats",12419.4606431716,194.752236213268
"ETH","GlobalSustainability",2035,132658.311417487,"pigs",5.9248057878793,22390.3223442147
"ETH","GlobalSustainability",2040,5636417.39894274,"cattle",42470.9913443846,132.712169424978
"ETH","GlobalSustainability",2040,831895.669589675,"chickens",5415.42476364562,153.615959208646
"ETH","GlobalSustainability",2040,2790783.90964241,"sheep_goats",13407.1672730075,208.156119246834
"ETH","GlobalSustainability",2040,180705.228524424,"pigs",6.13717308920356,29444.3754311441
"ETH","GlobalSustainability",2045,6037251.79564229,"cattle",42677.5525907262,141.461996509944
"ETH","GlobalSustainability",2045,1049148.60539607,"chickens",6791.07437024158,154.48934118487
"ETH","GlobalSustainability",2045,3151399.25351423,"sheep_goats",14239.9321161317,221.307182352658
"ETH","GlobalSustainability",2045,227639.336712772,"pigs",6.28373776461062,36226.740395631
"ETH","GlobalSustainability",2050,6305242.40470828,"cattle",41996.8014770528,150.136252832337
"ETH","GlobalSustainability",2050,1258627.13290791,"chickens",8117.67555849908,155.047725649758
"ETH","GlobalSustainability",2050,3492067.54346591,"sheep_goats",14900.5144870025,234.358856971817
"ETH","GlobalSustainability",2050,271849.261644377,"pigs",6.32314839389423,42992.706276968
"ETH","NationalCommitments",2000,1438905.22148774,"cattle",17256.8863756889,83.3815087010623
"ETH","NationalCommitments",2000,12804.2849403586,"chickens",324.588299089887,39.4477711496704
"ETH","NationalCommitments",2000,283883.335332847,"sheep_goats",2061.88497127711,137.681461035633
"ETH","NationalCommitments",2000,263.963671528248,"pigs",3.51879166666667,75.0154304469806
"ETH","NationalCommitments",2005,1757651.74468186,"cattle",21077.8758913988,83.3884663586569
"ETH","NationalCommitments",2005,14480.558081804,"chickens",366.90605433974,39.4666643150989
"ETH","NationalCommitments",2005,542648.617104502,"sheep_goats",3941.33395318968,137.681461035633
"ETH","NationalCommitments",2005,306.197858972768,"pigs",4.08179833333333,75.0154304469806
"ETH","NationalCommitments",2010,2322761.30110667,"cattle",27855.5971265769,83.385801803205
"ETH","NationalCommitments",2010,22181.2423304638,"chickens",561.810105179663,39.4817432544586
"ETH","NationalCommitments",2010,716407.007507049,"sheep_goats",5202.95103351733,137.692437021215
"ETH","NationalCommitments",2010,327.314952695028,"pigs",4.36330166666667,75.0154304469806
"ETH","NationalCommitments",2015,2516276.97682004,"cattle",30176.3739343404,83.3856639732496
"ETH","NationalCommitments",2015,27219.1575791462,"chickens",689.486420974365,39.4774382078195
"ETH","NationalCommitments",2015,859462.127649564,"sheep_goats",6242.31678674837,137.683196321291
"ETH","NationalCommitments",2015,366.286549159459,"pigs",4.88281606833334,75.0154304469806
"ETH","NationalCommitments",2020,3058331.80542247,"cattle",36677.5507625334,83.3842975291196
"ETH","NationalCommitments",2020,25612.6387795995,"chickens",648.96892666454,39.4666643150989
"ETH","NationalCommitments",2020,1401519.57658352,"sheep_goats",10179.2981361715,137.683321368032
"ETH","NationalCommitments",2020,377.531401566562,"pigs",5.03271659333334,75.0154304469806
"ETH","NationalCommitments",2025,3833149.7675617,"cattle",39524.9297407508,96.9805586677531
"ETH","NationalCommitments",2025,209201.818427603,"chickens",1739.13619679691,120.290647053925
"ETH","NationalCommitments",2025,1730181.97131899,"sheep_goats",10967.0874853996,157.761299307803
"ETH","NationalCommitments",2025,41924.2594393172,"pigs",5.63251847565099,7443.252893098
"ETH","NationalCommitments",2030,4761107.02175898,"cattle",43436.5730785408,109.610558207483
"ETH","NationalCommitments",2030,429216.92282436,"chickens",3063.24328891127,140.118456923776
"ETH","NationalCommitments",2030,2182755.44763626,"sheep_goats",12391.8539312132,176.144381603645
"ETH","NationalCommitments",2030,91241.5667366156,"pigs",6.16018810701251,14811.490355749
"ETH","NationalCommitments",2035,5624310.29004606,"cattle",46241.7349039706,121.628444558276
"ETH","NationalCommitments",2035,676199.384746444,"chickens",4536.14205825076,149.069269891252
"ETH","NationalCommitments",2035,2660493.37635868,"sheep_goats",13763.8440567055,193.295809324615
"ETH","NationalCommitments",2035,146200.666209825,"pigs",6.59163482107922,22179.7278184
"ETH","NationalCommitments",2040,6391601.72818439,"cattle",48025.2671154532,133.088311884219
"ETH","NationalCommitments",2040,943355.579098142,"chickens",6119.47058764058,154.156403824119
"ETH","NationalCommitments",2040,3158053.66287401,"sheep_goats",15077.6240760238,209.453004462149
"ETH","NationalCommitments",2040,204916.66411102,"pigs",6.93505160717216,29547.9652810511
"ETH","NationalCommitments",2045,7047543.10088424,"cattle",48932.1131599667,144.026951745262
"ETH","NationalCommitments",2045,1224716.1897568,"chickens",7779.45502181057,157.429561109766
"ETH","NationalCommitments",2045,3670604.85208462,"sheep_goats",16232.8315632548,226.122278037648
"ETH","NationalCommitments",2045,265733.166554018,"pigs",7.19828007227401,36916.2027437021
"ETH","NationalCommitments",2050,7455238.79977627,"cattle",48982.3803451023,152.202460297986
"ETH","NationalCommitments",2050,1425680.00215902,"chickens",9457.06437947117,150.752912844053
"ETH","NationalCommitments",2050,3969230.59573941,"sheep_goats",17271.4511984442,229.81453904099
"ETH","NationalCommitments",2050,307932.874283446,"pigs",7.36644634428626,41802.0928805505
