submission_id,scenathon_id,pathway_id,pathway,country_id,country,iteration,gdp,population,diet,food_waste_share,import_share,exports,livestock_productivity,crop_productivity,agricultural_land_expansion,afforestation,ruminant_density,trade_adjustment,population_activity,climate_change,protected_areas,post_harvest_loss,biofuels,price,gwp,urbanarea,agpractice,irrarea,pathways,calibrationyear
479,16,1,CurrentTrends,5,CAN,5,SSP1,UN_high,FatDiet,Current,I2,MyExportScen,NoGrowth,ReducedGrowth,FreeExpansion,NoAffor,NoGrowth,Yes,Low,NoChange,NoChange,NoChange,NoChange,Custom,AR6,CurrentTrend,Organic,LowGrowth,CurrentTrends,2020
444,16,3,GlobalSustainability,28,SWE,4,SSP1,UN_medium,LowRedMeatDiet,PublicStakeFL,I3,E0,HighGrowth,SustIntens,FreeExpansion,BonnChallenge,NoGrowth,No,Middle,NoChange,PATarget50,Reduced50,OECD_AGLINK,CurrentDollars,AR6,CurrentTrend,Mixed,LowGrowth,GlobalSustainability,2020
462,16,3,GlobalSustainability,44,R_NEU,5,SSP2,UN_medium,EATLancetAverage,Reduced,I1,MyExportScen,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,NoChange,Average,AR6,NoChange,Mixed,NoGrowth,GlobalSustainability,2020
443,16,1,CurrentTrends,15,RWA,5,SSP2,UN_medium,NatHealthyDiet+,Increased,I1,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,National,CurrentDollars,AR6,Current Trends,Organic,LowGrowth,CurrentTrends,2020
485,16,1,CurrentTrends,8,ETH,4,country_team,UN_low,FATDiet,Reduced,I3,E3,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,BAUGrowth,No,Middle,NoChange,NoChange,NoChange,NoChange,CurrentDollars,AR6,UN_low,Diversified,LowGrowth,CurrentTrends,2020
446,16,3,GlobalSustainability,19,USA,4,SSP2,UN_nochange,HealthyDietUS_USDA,Reduced,I2,E3,BAUGrowth,HighGrowth,NoExpansion,Mid-century strategy report - Otherland,HighGrowth,No,Middle,NoChange,PAExpansion,Reduced,PATHWAYS_central,Average,AR6,CurrentTrend,Mixed,NoGrowth,GlobalSustainability,2020
479,16,2,NationalCommitment,5,CAN,5,SSP1,UN_high,EATLancetAverage,Reduced,I2,MyExportScen2,NoGrowth,NoGrowth,NoDefor2030,BonnChallenge,NoGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Custom,AR6,CurrentTrend,Organic,LowGrowth,NationalCommitments,2020
459,16,1,CurrentTrends,13,MEX,5,SSP2,UN_constantfertility,Current_INSP,Current,I2,E3,BAUGrowth,MiddleGrowth,NoDefor2030,ReforMex_BAU,BAUGrowth,Yes,Low,NoChange,PAExpansionCT,NoChange,NoChange,Average,AR6,CurrentTrend,Mixed_CT,NoGrowth,CurrentTrends,2020
443,16,2,NationalCommitment,15,RWA,5,SSP2,UN_medium,NatHealthyDiet+,Increased,I1,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,National,CurrentDollars,AR6,Current Trends,Cover_crops,LowGrowth,NationalCommitments,2020
423,16,1,CurrentTrends,3,BRA,4,SSP2,UN_medium,FatDiet,Current,I2,E2,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,BAUGrowth,No,Middle,NoChange,NoChange,NoChange,Andrade_low,Average,AR6,CurrentTrend,Diversified,NoGrowth,CurrentTrends,2020
485,16,2,NationalCommitment,8,ETH,4,country_team,UN_low,FATDiet,Reduced,I3,E1,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,No,Middle,NoChange,PAExpansion,Reduced,NoChange,CurrentDollars,AR6,CurrentTrend,Diversified,HighGrowth,NationalCommitments,2020
479,16,3,GlobalSustainability,5,CAN,5,SSP1,UN_high,EATLancetAverage,MyFoodLossScen,I2,MyExportScen3,LowGrowth,HighGrowth,NoDefor2030,BonnChallenge+,NoGrowth,Yes,Middle,NoChange,PAExpansion2,MyPHLossScen,OECD_AGLINK,Custom,AR6,CurrentTrend,Organic,HighGrowth,GlobalSustainability,2020
459,16,2,NationalCommitment,13,MEX,5,SSP2,UN_constantfertility,NatHealthy_INSP,Reduced,I3,E3,LowGrowth,LowGrowth,NoDefor2030,ReforMex_BAU,BAUGrowth,Yes,Low,NoChange,PAExpansionSust,Reduced,NoChange,Average,AR6,CurrentTrend,Mixed_NC,NoGrowth,NationalCommitments,2020
443,16,3,GlobalSustainability,15,RWA,5,SSP1,UN_medium,NatHealthyDiet+,Reduced,I1,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Organic,HighGrowth,GlobalSustainability,2020
423,16,2,NationalCommitment,3,BRA,4,SSP2,UN_medium,FatDiet,Reduced,I2,E2,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,No,Middle,NoChange,PAExpansion,NoChange,Andrade_high,Average,AR6,CurrentTrend,Diversified,HighGrowth,NationalCommitments,2020
485,16,3,GlobalSustainability,8,ETH,4,country_team,SSP1,FATDiet,Reduced,I2,E1,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,No,Middle,NoChange,PAExpansion,Reduced,NoChange,CurrentDollars,AR6,CurrentTrend,Diversified,HighGrowth,GlobalSustainability,2020
478,16,1,CurrentTrends,1,ARG,5,SSP2,UN_medium,NoChange,Current,I3,E1,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,BAUGrowth,Yes,Low,NoChange,NoChange,NoChange,NoChange,Average,AR6,UN_medium,NoChange,LowGrowth,CurrentTrends,2020
459,16,3,GlobalSustainability,13,MEX,5,SSP2,UN_constantfertility,NatHealthy_INSP,Reduced,I2,E3,Silvopastoril,HighGrowth,NoExpansion,ReforMex_SUST,Silvopastoril,Yes,Middle,NoChange,PAExpansionSust,Reduced,NoChange,Average,AR6,CurrentTrend,Mixed_GS,NoGrowth,GlobalSustainability,2020
436,16,1,CurrentTrends,31,NOR,5,SSP2,UN_medium,NoChange,Reduced,I2,E3,BAUGrowth,LowGrowth,NoExpansion,NoAffor,NoGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,LowGrowth,CurrentTrends,2020
423,16,3,GlobalSustainability,3,BRA,4,SSP2,UN_low,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge+,HighGrowth,No,High,NoChange,PAExpansion,Reduced,Andrade_high,Average,AR6,CurrentTrend,Diversified,HighGrowth,GlobalSustainability,2020
478,16,2,NationalCommitment,1,ARG,5,SSP2,UN_medium,HealthyDiet,Current,I3,E3,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge+,HighGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,NoChange,Average,AR6,UN_medium,Reduce_till,LowGrowth,NationalCommitments,2020
436,16,2,NationalCommitment,31,NOR,5,SSP1,UN_medium,HealthyDiet,StrongReduce,I3,E3,BAUGrowth,MiddleGrowth,NoExpansion,NoAffor,NoGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_medium,Mixed,LowGrowth,NationalCommitments,2020
466,16,1,CurrentTrends,6,CHN,4,SSP2,UN_low,CT_GLOBIOM,Current,CT_GLOBIOM,CT_GLOBIOM,CT_GLOBIOM,CT_GLOBIOM,FreeExpansion,territorial_planning,GLOBIOM,No,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,CT_GLOBIOM,CurrentTrends,2020
478,16,3,GlobalSustainability,1,ARG,5,SSP2,UN_medium,HealthyDiet,Reduced,I1,E1,HighGrowth,HighGrowth,NoExpansion,BonnChallenge,HighGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,NoChange,Average,AR6,NoChange,Mixed,LowGrowth,GlobalSustainability,2020
436,16,3,GlobalSustainability,31,NOR,5,SSP1,UN_low,HealthyDiet,StrongReduce,I3,E3,BAUGrowth,MiddleGrowth,NoExpansion,NoAffor,NoGrowth,Yes,High,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_low,Mixed,LowGrowth,GlobalSustainability,2020
466,16,2,NationalCommitment,6,CHN,4,SSP2,UN_low,GlobalSustainability,GLOBIOMSust,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,FreeExpansion,territorial_planning,GLOBIOM,No,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,Sustainability_GLOBIOM,NationalCommitments,2020
477,16,1,CurrentTrends,40,R_SSA,5,SSP2,UN_medium,FatDiet,Current,I2,E2,BAUGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,Optimal,Yes,Middle,NoChange,NoChange,NoChange,NoChange,Average,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
445,16,1,CurrentTrends,18,GBR,4,SSP2,UN_medium,NoChange,Current,I2,E3,UK_CT,UK_CT,FreeExpansion,UK_CT2,NoGrowth,No,Middle,NoChange,NoChange,NoChange,NoChange,Average,AR6,UK_CT,NoChange,NoGrowth,CurrentTrends,2020
433,16,1,CurrentTrends,9,IND,5,SSP2,UN_constantfertility,NatCurrentDiet,Current,I2,E3,BAUGrowth,NoGrowth,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,NoChange,NoChange,NoChange,CurrentDollars,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
466,16,3,GlobalSustainability,6,CHN,4,SSP2,UN_low,GlobalSustainability,GLOBIOMSust,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,FreeExpansion,territorial_planning,GLOBIOM,No,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Cover_crops_GS,Sustainability_GLOBIOM,GlobalSustainability,2020
477,16,2,NationalCommitment,40,R_SSA,5,SSP1,UN_medium,FatDiet,Current,I3,E2,HighGrowth,HighGrowth,FreeExpansion,GGWgrowth,Optimal,Yes,Middle,NoChange,PAExpansionNat,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Diversified,HighGrowth,NationalCommitments,2020
433,16,2,NationalCommitment,9,IND,5,SSP1,UN_low,ICMR_NIN,Reduced,I3,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,BAUGrowth,Yes,Middle,NoChange,NoChange,Reduced,NoChange,CurrentDollars,AR6,UN_low,NoChange,NoGrowth,NationalCommitments,2020
445,16,2,NationalCommitment,18,GBR,4,SSP2,UN_medium,UK_NC,UK_NC,I2,E3,UK_SP1,UK_NC,FreeExpansion,UK_NC,UK_SP1,No,Middle,NoChange,UK_NC,Halve_by_2050,OECD_AGLINK,Average,AR6,UK_SP1,UK_NC,NoGrowth,NationalCommitments,2020
459,16,1,CurrentTrends,13,MEX,4,SSP2,UN_constantfertility,Current_INSP,Current,I2,E3,BAUGrowth,MiddleGrowth,NoDefor2030,ReforMex_BAU,BAUGrowth,No,Low,NoChange,PAExpansionCT,NoChange,NoChange,Average,AR6,CurrentTrend,Mixed_CT,NoGrowth,CurrentTrends,2020
477,16,3,GlobalSustainability,40,R_SSA,5,SSP1,UN_momentum,MyDiet,Reduced,I3,MyExportScen,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,Optimal,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_momentum,Mixed,LowGrowth,GlobalSustainability,2020
433,16,3,GlobalSustainability,9,IND,5,SSP1,UN_medium,EATLancetAverage,Reduced,I3,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,BAUGrowth,Yes,Middle,NoChange,NoChange,Reduced,NoChange,CurrentDollars,AR6,UN_medium,NoChange,NoGrowth,GlobalSustainability,2020
475,16,1,CurrentTrends,56,NPL,4,SSP2,UN_high,CurrentDiet,Current,I2,E0,BAUGrowth,BAUGrowth,FreeExpansion,NoAffor,BAUGrowth,No,Middle,NoChange,PAExpansion,NoChange,NoChange,Average,AR6,SSP2,NoChange,LowGrowth,CurrentTrends,2020
445,16,3,GlobalSustainability,18,GBR,4,SSP2,UN_medium,6CB_High,UK_GS,I2,E3,UK_SP2,UK_GS,NoDefor,UK_GS,UK_SP1,No,Middle,NoChange,UK_GS,Halve_by_2030,OECD_AGLINK,Average,AR6,UK_SP2,Mixed,NoGrowth,GlobalSustainability,2020
459,16,2,NationalCommitment,13,MEX,4,SSP2,UN_constantfertility,NatHealthy_INSP,Reduced,I3,E3,LowGrowth,LowGrowth,NoDefor2030,ReforMex_BAU,BAUGrowth,No,Low,NoChange,PAExpansionSust,Reduced,NoChange,Average,AR6,CurrentTrend,Mixed_NC,NoGrowth,NationalCommitments,2020
460,16,1,CurrentTrends,52,RMECAS,5,SSP2,UN_medium,FatDiet,Current,I2,E2,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,Optimal,Yes,Middle,NoChange,NoChange,NoChange,NoChange,CurrentDollars,AR6,UN_medium,Embed_nat,NoGrowth,CurrentTrends,2020
430,16,1,CurrentTrends,17,FIN,5,SSP2,UN_medium,CT_Diet,Current,"fruit_other: I2
Rapeseed: I2
Beef: I0.5
Wheat: I0.5
Chicken: I2","Barley: E0.5
Milk: E1
Rapeseed: E2
Pork: E0.5
Oats: E0.5","Pork: HighGrowth
Beef: Decrease
Milk: HighGrowth
Chicken: LowGrowth
Eggs: LowGrowth
Mutton_goat: LowGrowth",CT_Cropprod,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,NoChange,NoChange,National,Average,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
475,16,2,NationalCommitment,56,NPL,4,SSP1,UN_constantfertility,ICMR_diet,Reduced,I4,E1,HighGrowth,LowGrowth,FreeExpansion,LowAffor,BAUGrowth,No,Middle,NoChange,PAExpansion25,Reduced50,NoChange,Average,AR6,SSP2,NoChange,LowGrowth,NationalCommitments,2020
443,16,1,CurrentTrends,15,RWA,4,SSP2,UN_medium,NatHealthyDiet+,Increased,I1,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,No,Middle,NoChange,PAExpansion,NoChange,National,CurrentDollars,AR6,Current Trends,Organic,LowGrowth,CurrentTrends,2020
459,16,3,GlobalSustainability,13,MEX,4,SSP2,UN_constantfertility,NatHealthy_INSP,Reduced,I2,E3,Silvopastoril,HighGrowth,NoExpansion,ReforMex_SUST,Silvopastoril,No,Middle,NoChange,PAExpansionSust,Reduced,NoChange,Average,AR6,CurrentTrend,Mixed_GS,NoGrowth,GlobalSustainability,2020
475,16,3,GlobalSustainability,56,NPL,4,SSP1,UN_constantfertility,EATLancetAverage,Reduced,I3,E3,HighGrowth,HighGrowth,FreeExpansion,GlobalSust,HighGrowth,No,Middle,NoChange,PAExpansion30,Reduced50,NoChange,Average,AR6,SSP2,NoChange,HighGrowth,GlobalSustainability,2020
460,16,2,NationalCommitment,52,RMECAS,5,SSP2,UN_medium,MyDiet,Current,I2,E2,LowGrowth,MiddleGrowth,NoDefor2050,BonnChallenge,Optimal,Yes,Middle,NoChange,NoChange,NoChange,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Organic,LowGrowth,NationalCommitments,2020
430,16,2,NationalCommitment,17,FIN,5,SSP1,UN_high,NC_Diet,Reduced,"Fruit_other: I2
vegetable_other: I2
Beef: I0.5
Chicken: I0.5
Wheat: I2","Barley: E0.5
Milk: E1.5
Pork: E0.5
Rapeseed: E2
Oats: E0.5","Pork: Decrease
Beef: Decrease
Milk: LowGrowth
Chicken: LowGrowth
Eggs: LowGrowth
Mutton_goat: LowGrowth",NC_Cropprod,FreeExpansion,LowTarget,BAUGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,National,Average,AR6,CurrentTrend,Cover_crops,LowGrowth,NationalCommitments,2020
443,16,2,NationalCommitment,15,RWA,4,SSP2,UN_medium,NatHealthyDiet+,Increased,I1,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,No,Middle,NoChange,PAExpansion,Reduced,National,CurrentDollars,AR6,Current Trends,Cover_crops,LowGrowth,NationalCommitments,2020
457,16,1,CurrentTrends,10,IDN,4,SSP3,Stat_IDN_ScenA,NoChange,Reduced,I4,E1,BAUGrowth,LowGrowth,FreeExpansion,BonnChallenge,NoGrowth,No,Middle,NoChange,NoChange,NoChange,OECD_AGLINK,CurrentDollars,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
460,16,3,GlobalSustainability,52,RMECAS,5,SSP2,UN_medium,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,Optimal,Yes,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Mixed_GS,LowGrowth,GlobalSustainability,2020
430,16,3,GlobalSustainability,17,FIN,5,SSP1,UN_high,GS_Diet,Reduced,"fruit_other: I2
vegetable_other: I2
Apple: I0.5
Chicken: I0.5
Beef: I0.5","Barley: E0.5
Milk: E2
Rapeseed: E0.5
Pork: E0.5
Oats: E0.5","Pork: BAUGrowth
Beef: Decrease
Milk: LowGrowth
Chicken: LowGrowth
Eggs: LowGrowth
Mutton_goat: LowGrowth",GS_Cropprod,NoDefor2030,HighTarget,BAUGrowth,Yes,Middle,NoChange,Target_30,NoChange,National,Average,AR6,CurrentTrend,Diversified,LowGrowth,GlobalSustainability,2020
443,16,3,GlobalSustainability,15,RWA,4,SSP1,UN_medium,NatHealthyDiet+,Reduced,I1,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,No,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Organic,HighGrowth,GlobalSustainability,2020
457,16,2,NationalCommitment,10,IDN,4,SSP2,Stat_IDN_ScenB,NoChange,Reduced,I4,E1,HighGrowth,HighGrowth,NoDefor2030,LTS_CritOnly,BAUGrowth,No,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,CurrentTrend,Mixed,LowGrowth,NationalCommitments,2020
475,16,1,CurrentTrends,56,NPL,5,SSP2,UN_high,CurrentDiet,Current,I2,E0,BAUGrowth,BAUGrowth,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,NoChange,Average,AR6,SSP2,NoChange,LowGrowth,CurrentTrends,2020
436,16,1,CurrentTrends,31,NOR,4,SSP2,UN_medium,NoChange,Reduced,I2,E3,BAUGrowth,LowGrowth,NoExpansion,NoAffor,NoGrowth,No,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,LowGrowth,CurrentTrends,2020
429,16,1,CurrentTrends,33,DEU,5,SSP2,UN_medium,NoChange,Slow50,I2,E0,BAUGrowth,LowGrowth,NoExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,NoChange,NoChange,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
457,16,3,GlobalSustainability,10,IDN,4,SSP1,UN_medium,NoChange,Reduced,I4,E1,HighGrowth,HighGrowth,NoDefor2030,LTS_Affor,HighGrowth,No,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,NoChange,Mixed,HighGrowth,GlobalSustainability,2020
